YEAR,MO,DY,HR,WD10M,T2M,RH2M,QV2M,T2MDEW,U10M,PS,T2MWET,WS10M,V10M,PRECTOTCORR
2021,7,30,12,213.61,25.19,73.0,15.26,20.11,1.62,96.2,22.65,2.94,2.45,0.09
2021,7,30,13,221.67,25.38,71.88,15.2,20.05,1.9,96.18,22.72,2.86,2.13,0.2
2021,7,30,14,232.06,24.84,73.94,15.14,19.97,1.91,96.15,22.4,2.43,1.49,0.35
2021,7,30,15,260.04,24.01,78.94,15.38,20.19,1.73,96.13,22.1,1.76,0.3,0.53
2021,7,30,16,296.08,22.67,85.69,15.44,20.17,1.84,96.11,21.42,2.04,-0.9,0.58
2021,7,30,17,318.06,21.29,91.0,15.08,19.75,2.14,96.14,20.51,3.2,-2.38,0.51
2021,7,30,18,324.1,20.12,95.12,14.65,19.3,2.17,96.17,19.71,3.7,-3.0,0.25
2021,7,30,19,324.63,19.14,95.25,13.79,18.34,1.93,96.23,18.74,3.33,-2.72,0.15
2021,7,30,20,328.12,18.11,95.88,13.0,17.42,1.38,96.31,17.76,2.6,-2.21,0.08
2021,7,30,21,329.58,17.36,97.0,12.51,16.87,0.92,96.34,17.11,1.82,-1.57,0.04
2021,7,30,22,332.1,16.9,97.25,12.21,16.44,0.84,96.39,16.67,1.8,-1.59,0.03
2021,7,30,23,339.71,16.8,96.94,12.08,16.29,0.69,96.4,16.55,1.98,-1.86,0.02
2021,7,31,0,345.53,16.65,96.56,11.9,16.08,0.56,96.37,16.37,2.25,-2.18,0.18
2021,7,31,1,348.29,16.33,96.5,11.66,15.76,0.53,96.36,16.05,2.62,-2.56,0.11
2021,7,31,2,349.2,15.91,96.69,11.35,15.37,0.55,96.34,15.64,2.92,-2.87,0.05
2021,7,31,3,347.32,15.4,96.75,11.05,14.87,0.63,96.28,15.14,2.88,-2.81,0.03
2021,7,31,4,344.32,14.94,96.81,10.68,14.42,0.77,96.27,14.68,2.83,-2.73,0.02
2021,7,31,5,341.76,15.19,94.5,10.62,14.29,1.11,96.3,14.74,3.55,-3.37,0.01
2021,7,31,6,341.6,15.83,90.31,10.56,14.23,1.22,96.29,15.02,3.86,-3.66,0.0
2021,7,31,7,342.49,16.89,84.75,10.62,14.32,1.24,96.31,15.6,4.13,-3.94,0.0
2021,7,31,8,344.68,18.32,78.75,10.8,14.62,1.12,96.31,16.47,4.23,-4.08,0.0
2021,7,31,9,354.72,19.74,74.19,11.11,15.08,0.38,96.24,17.41,4.16,-4.14,0.0
2021,7,31,10,12.5,20.77,72.0,11.54,15.63,-0.95,96.06,18.2,4.37,-4.27,0.0
2021,7,31,11,344.04,21.35,71.06,11.78,15.99,1.18,96.09,18.67,4.29,-4.12,0.01
2021,7,31,12,336.69,20.22,74.94,11.6,15.71,1.88,96.01,17.97,4.74,-4.35,1.24
2021,7,31,13,325.4,18.87,82.62,11.78,15.87,3.02,96.03,17.37,5.32,-4.38,9.12
2021,7,31,14,324.33,17.95,87.25,11.72,15.8,3.22,96.04,16.88,5.52,-4.48,12.06
2021,7,31,15,324.9,17.15,89.25,11.41,15.35,3.05,96.09,16.26,5.3,-4.34,9.3
2021,7,31,16,340.68,16.3,90.38,10.93,14.7,1.48,96.16,15.51,4.49,-4.23,4.81
2021,7,31,17,357.42,15.83,90.25,10.56,14.23,0.17,96.14,15.02,3.82,-3.82,1.18
2021,7,31,18,5.14,15.07,93.56,10.44,14.01,-0.22,96.13,14.55,2.44,-2.43,0.07
2021,7,31,19,358.45,14.15,96.06,10.13,13.51,0.05,96.09,13.83,1.74,-1.73,0.0
2021,7,31,20,340.13,13.73,96.5,9.89,13.17,0.57,96.12,13.45,1.68,-1.58,0.0
2021,7,31,21,322.32,13.76,96.56,9.89,13.19,1.09,96.15,13.48,1.78,-1.41,0.54
2021,7,31,22,324.5,13.64,96.75,9.83,13.11,1.44,96.2,13.37,2.48,-2.02,0.2
2021,7,31,23,327.95,13.42,97.56,9.77,13.04,1.61,96.14,13.23,3.03,-2.57,0.05
2021,8,1,0,332.62,13.33,97.69,9.77,12.96,1.46,96.09,13.14,3.18,-2.82,0.22
2021,8,1,1,331.87,13.19,97.62,9.64,12.8,1.81,96.06,13.0,3.84,-3.39,0.28
2021,8,1,2,329.54,13.02,97.56,9.52,12.63,2.01,96.04,12.83,3.96,-3.41,0.17
2021,8,1,3,328.71,12.8,97.5,9.4,12.39,1.94,96.04,12.59,3.73,-3.19,0.14
2021,8,1,4,326.93,12.7,97.5,9.34,12.3,2.09,96.1,12.5,3.82,-3.2,0.15
2021,8,1,5,323.96,13.08,96.5,9.46,12.52,2.3,96.13,12.8,3.9,-3.16,0.24
2021,8,1,6,326.66,13.62,95.19,9.64,12.84,2.33,96.16,13.23,4.24,-3.54,0.35
2021,8,1,7,331.68,14.52,91.75,9.89,13.17,2.22,96.17,13.85,4.68,-4.12,0.55
2021,8,1,8,335.82,15.85,86.19,10.13,13.55,2.03,96.2,14.7,4.96,-4.52,0.49
2021,8,1,9,335.37,16.64,81.5,10.07,13.48,2.02,96.21,15.06,4.86,-4.41,0.49
2021,8,1,10,334.28,17.08,78.56,9.95,13.37,2.05,96.24,15.22,4.72,-4.25,0.42
2021,8,1,11,335.99,17.71,75.94,10.01,13.48,1.88,96.26,15.59,4.63,-4.23,0.28
2021,8,1,12,339.68,18.25,73.5,10.01,13.51,1.59,96.25,15.88,4.59,-4.3,0.27
2021,8,1,13,342.69,18.73,71.56,10.07,13.57,1.34,96.27,16.15,4.52,-4.31,0.27
2021,8,1,14,343.86,18.83,70.81,10.01,13.51,1.22,96.29,16.16,4.38,-4.21,0.21
2021,8,1,15,345.59,18.71,71.38,10.01,13.5,1.02,96.29,16.11,4.11,-3.98,0.13
2021,8,1,16,347.89,18.18,75.12,10.19,13.76,0.78,96.3,15.98,3.72,-3.64,0.14
2021,8,1,17,350.18,17.45,81.69,10.62,14.31,0.49,96.31,15.88,2.89,-2.84,0.1
2021,8,1,18,349.04,15.76,91.0,10.62,14.28,0.38,96.37,15.02,2.01,-1.98,0.09
2021,8,1,19,347.56,14.23,93.06,9.83,13.09,0.45,96.43,13.66,2.1,-2.05,0.09
2021,8,1,20,348.48,13.65,94.12,9.52,12.69,0.41,96.49,13.17,2.07,-2.03,0.07
2021,8,1,21,344.69,13.08,95.81,9.34,12.41,0.54,96.52,12.75,2.04,-1.97,0.05
2021,8,1,22,336.83,12.55,97.44,9.22,12.14,0.79,96.52,12.34,2.01,-1.84,0.03
2021,8,1,23,328.04,12.02,99.25,9.03,11.9,1.06,96.51,11.96,2.01,-1.7,0.01
2021,8,2,0,320.53,11.49,100.0,8.85,11.49,1.31,96.49,11.49,2.06,-1.59,0.0
2021,8,2,1,313.38,11.0,100.0,8.67,11.0,1.56,96.48,11.0,2.15,-1.48,0.0
2021,8,2,2,309.36,10.68,100.0,8.48,10.68,1.7,96.5,10.68,2.19,-1.39,0.01
2021,8,2,3,308.53,10.37,100.0,8.3,10.37,1.69,96.53,10.37,2.16,-1.34,0.01
2021,8,2,4,308.38,10.24,100.0,8.18,10.24,1.58,96.54,10.24,2.01,-1.25,0.01
2021,8,2,5,308.85,12.01,95.56,8.67,11.3,2.01,96.56,11.65,2.58,-1.62,0.01
2021,8,2,6,324.87,13.81,90.44,9.28,12.26,1.63,96.62,13.03,2.84,-2.32,0.01
2021,8,2,7,343.46,15.77,83.44,9.7,12.99,0.91,96.62,14.38,3.21,-3.08,0.11
2021,8,2,8,347.28,17.19,77.75,9.89,13.31,0.66,96.63,15.25,2.98,-2.91,0.11
2021,8,2,9,344.19,18.24,73.31,9.95,13.46,0.72,96.64,15.85,2.64,-2.54,0.08
2021,8,2,10,338.73,19.11,69.44,9.95,13.48,0.85,96.65,16.29,2.35,-2.19,0.06
2021,8,2,11,334.0,19.81,66.75,10.01,13.55,0.93,96.63,16.68,2.12,-1.91,0.04
2021,8,2,12,330.64,20.27,65.06,10.01,13.59,0.98,96.62,16.94,2.01,-1.75,0.04
2021,8,2,13,330.58,20.61,63.81,10.07,13.62,1.0,96.58,17.11,2.04,-1.77,0.03
2021,8,2,14,334.89,20.71,63.25,10.01,13.57,0.88,96.59,17.14,2.06,-1.87,0.02
2021,8,2,15,343.28,20.62,63.56,10.01,13.57,0.62,96.57,17.09,2.15,-2.05,0.01
2021,8,2,16,356.39,20.26,65.75,10.13,13.75,0.14,96.55,17.01,2.23,-2.23,0.0
2021,8,2,17,11.68,19.54,73.0,10.74,14.65,-0.38,96.55,17.09,1.89,-1.85,0.01
2021,8,2,18,22.89,17.87,82.38,10.93,14.85,-0.66,96.58,16.36,1.69,-1.55,0.0
2021,8,2,19,31.57,16.76,80.12,9.89,13.34,-0.86,96.6,15.05,1.64,-1.4,0.0
2021,8,2,20,37.96,16.58,78.0,9.52,12.78,-0.86,96.59,14.68,1.4,-1.1,0.0
2021,8,2,21,46.75,16.27,77.81,9.34,12.44,-0.79,96.62,14.36,1.08,-0.74,0.0
2021,8,2,22,59.86,16.3,76.0,9.16,12.12,-0.73,96.6,14.21,0.84,-0.42,0.0
2021,8,2,23,66.57,16.25,75.25,9.03,11.91,-0.47,96.58,14.08,0.51,-0.2,0.0
2021,8,3,0,53.53,15.9,76.56,8.97,11.83,-0.18,96.58,13.87,0.22,-0.13,0.0
2021,8,3,1,135.0,15.37,79.19,8.97,11.82,-0.12,96.57,13.59,0.18,0.12,0.0
2021,8,3,2,164.9,14.53,83.69,8.97,11.81,-0.13,96.53,13.17,0.51,0.49,0.0
2021,8,3,3,189.28,13.96,87.12,9.03,11.84,0.13,96.51,12.9,0.82,0.81,0.01
2021,8,3,4,204.72,13.37,90.88,9.03,11.89,0.5,96.53,12.62,1.2,1.09,0.01
2021,8,3,5,205.31,14.01,93.88,9.77,13.01,0.55,96.54,13.51,1.28,1.16,0.0
2021,8,3,6,209.42,15.11,88.25,9.83,13.17,1.0,96.54,14.14,2.04,1.77,0.0
2021,8,3,7,214.13,17.23,79.75,10.19,13.73,1.27,96.55,15.48,2.26,1.87,0.02
2021,8,3,8,227.57,19.08,73.81,10.56,14.38,1.91,96.57,16.73,2.58,1.74,0.08
2021,8,3,9,231.44,19.63,72.69,10.8,14.67,2.23,96.57,17.15,2.86,1.78,0.08
2021,8,3,10,233.74,19.59,73.56,10.86,14.82,2.26,96.55,17.2,2.8,1.66,0.06
2021,8,3,11,234.84,20.11,72.44,11.05,15.08,2.27,96.52,17.59,2.78,1.6,0.1
2021,8,3,12,236.58,20.26,72.56,11.23,15.26,2.3,96.48,17.76,2.75,1.52,0.4
2021,8,3,13,246.44,19.71,77.12,11.54,15.65,2.08,96.48,17.68,2.27,0.91,0.86
2021,8,3,14,255.1,19.22,80.88,11.72,15.88,1.59,96.43,17.55,1.64,0.42,1.06
2021,8,3,15,246.76,18.96,83.0,11.84,16.03,1.27,96.44,17.5,1.39,0.55,1.04
2021,8,3,16,242.26,18.86,83.0,11.78,15.93,1.35,96.39,17.39,1.53,0.71,1.08
2021,8,3,17,256.22,18.08,89.12,12.02,16.24,1.21,96.43,17.15,1.25,0.3,1.62
2021,8,3,18,273.11,17.12,94.38,11.96,16.19,1.01,96.45,16.65,1.01,-0.05,1.43
2021,8,3,19,303.16,16.4,93.75,11.35,15.37,0.59,96.49,15.88,0.7,-0.38,0.51
2021,8,3,20,356.88,15.94,94.12,11.05,14.98,0.02,96.53,15.46,0.43,-0.43,0.32
2021,8,3,21,26.21,15.62,95.19,10.99,14.83,-0.25,96.52,15.22,0.57,-0.51,0.5
2021,8,3,22,48.01,15.1,96.44,10.74,14.52,-0.7,96.48,14.81,0.95,-0.63,0.22
2021,8,3,23,51.76,14.51,97.75,10.5,14.15,-0.92,96.45,14.33,1.17,-0.73,0.15
2021,8,4,0,38.94,14.47,97.56,10.44,14.07,-0.79,96.42,14.26,1.26,-0.98,0.48
2021,8,4,1,31.46,14.37,97.69,10.38,13.99,-0.73,96.35,14.18,1.39,-1.19,0.85
2021,8,4,2,34.85,14.23,97.69,10.31,13.86,-0.86,96.33,14.05,1.5,-1.23,0.87
2021,8,4,3,40.93,14.07,97.62,10.19,13.69,-0.97,96.29,13.88,1.48,-1.12,0.68
2021,8,4,4,41.63,14.01,97.69,10.19,13.64,-0.94,96.27,13.83,1.41,-1.05,0.66
2021,8,4,5,34.46,14.34,97.62,10.38,13.96,-0.82,96.3,14.15,1.45,-1.2,1.0
2021,8,4,6,24.41,14.66,96.5,10.5,14.09,-0.88,96.3,14.37,2.14,-1.95,1.85
2021,8,4,7,19.78,14.83,95.12,10.44,14.05,-0.82,96.29,14.44,2.42,-2.28,1.99
2021,8,4,8,15.5,15.07,93.19,10.38,13.95,-0.63,96.3,14.51,2.37,-2.28,1.95
2021,8,4,9,5.0,15.26,91.75,10.38,13.91,-0.2,96.3,14.58,2.33,-2.32,1.67
2021,8,4,10,356.5,15.48,90.5,10.38,13.91,0.14,96.28,14.69,2.3,-2.3,1.5
2021,8,4,11,355.06,15.73,89.0,10.38,13.91,0.2,96.28,14.83,2.27,-2.26,0.73
2021,8,4,12,348.96,16.4,86.0,10.44,14.06,0.38,96.26,15.23,1.96,-1.92,0.64
2021,8,4,13,330.59,16.88,82.44,10.31,13.9,0.73,96.26,15.39,1.48,-1.29,0.43
2021,8,4,14,314.67,17.27,79.94,10.25,13.81,0.69,96.23,15.55,0.97,-0.68,0.1
2021,8,4,15,229.9,17.69,77.81,10.25,13.83,0.15,96.22,15.76,0.19,0.12,0.02
2021,8,4,16,137.78,17.7,78.88,10.38,14.02,-0.77,96.21,15.86,1.14,0.84,0.0
2021,8,4,17,126.35,17.07,85.0,10.8,14.54,-1.54,96.2,15.8,1.91,1.13,0.0
2021,8,4,18,129.47,15.59,93.31,10.74,14.49,-1.59,96.2,15.05,2.06,1.31,0.01
2021,8,4,19,141.19,14.55,96.12,10.38,13.92,-1.48,96.23,14.24,2.36,1.84,0.06
2021,8,4,20,158.13,14.61,96.5,10.44,14.05,-0.84,96.27,14.33,2.26,2.1,0.19
2021,8,4,21,181.15,14.72,96.56,10.5,14.15,0.04,96.28,14.44,1.95,1.95,0.28
2021,8,4,22,208.5,14.59,96.56,10.44,14.04,0.89,96.25,14.32,1.87,1.64,0.21
2021,8,4,23,225.46,14.26,97.44,10.31,13.83,1.48,96.24,14.05,2.08,1.46,0.17
2021,8,5,0,238.5,13.97,97.5,10.13,13.56,2.08,96.22,13.76,2.44,1.27,0.13
2021,8,5,1,249.46,13.6,96.81,9.83,13.09,2.59,96.21,13.35,2.76,0.97,0.09
2021,8,5,2,258.57,13.27,96.5,9.58,12.7,2.9,96.19,12.98,2.96,0.59,0.03
2021,8,5,3,260.67,12.97,96.88,9.4,12.47,2.76,96.22,12.72,2.79,0.45,0.03
2021,8,5,4,259.94,12.63,97.12,9.22,12.17,2.55,96.24,12.4,2.59,0.45,0.01
2021,8,5,5,266.7,14.16,94.12,9.89,13.21,2.98,96.25,13.69,2.99,0.17,0.03
2021,8,5,6,276.69,15.44,91.38,10.44,14.02,3.53,96.31,14.73,3.56,-0.41,0.05
2021,8,5,7,290.11,16.69,88.44,10.93,14.76,3.56,96.34,15.73,3.79,-1.3,0.12
2021,8,5,8,299.22,17.98,82.94,11.11,15.05,3.03,96.35,16.51,3.47,-1.7,0.2
2021,8,5,9,298.42,18.76,78.75,11.11,15.05,2.66,96.32,16.9,3.02,-1.44,0.29
2021,8,5,10,291.65,19.71,75.25,11.23,15.28,2.58,96.3,17.5,2.77,-1.02,0.24
2021,8,5,11,284.38,20.48,71.88,11.29,15.31,2.44,96.28,17.9,2.52,-0.62,0.15
2021,8,5,12,276.56,21.02,68.94,11.17,15.19,2.24,96.24,18.11,2.26,-0.26,0.06
2021,8,5,13,272.78,21.66,65.5,11.05,15.02,1.93,96.2,18.34,1.93,-0.09,0.03
2021,8,5,14,271.39,21.91,63.31,10.86,14.74,1.61,96.18,18.33,1.61,-0.04,0.01
2021,8,5,15,269.33,22.05,61.56,10.62,14.43,1.33,96.13,18.24,1.33,0.02,0.0
2021,8,5,16,266.37,21.83,62.0,10.56,14.33,0.98,96.1,18.08,0.99,0.06,0.0
2021,8,5,17,252.07,20.97,67.75,10.99,14.89,0.8,96.06,17.93,0.84,0.26,0.03
2021,8,5,18,239.04,19.84,76.5,11.54,15.65,0.59,96.08,17.75,0.68,0.35,0.02
2021,8,5,19,210.07,18.79,79.19,11.23,15.15,0.43,96.1,16.98,0.86,0.74,0.01
2021,8,5,20,200.48,17.79,84.25,11.17,15.11,0.48,96.1,16.44,1.38,1.3,0.0
2021,8,5,21,204.78,17.09,87.44,11.11,14.98,0.8,96.07,16.04,1.9,1.73,0.01
2021,8,5,22,210.53,16.51,89.06,10.93,14.69,1.18,96.07,15.61,2.32,2.0,0.0
2021,8,5,23,207.9,15.83,90.38,10.62,14.23,1.2,96.09,15.03,2.55,2.26,0.0
2021,8,6,0,202.78,15.02,91.75,10.19,13.67,1.02,96.07,14.34,2.64,2.44,0.0
2021,8,6,1,213.79,14.78,92.06,10.07,13.48,1.42,96.06,14.13,2.56,2.12,0.01
2021,8,6,2,227.16,14.61,93.69,10.13,13.58,1.72,96.1,14.09,2.34,1.59,0.03
2021,8,6,3,242.96,14.41,93.31,10.01,13.33,1.88,96.11,13.87,2.11,0.96,0.02
2021,8,6,4,258.4,14.57,91.69,9.89,13.22,1.79,96.15,13.9,1.83,0.37,0.04
2021,8,6,5,267.33,15.52,92.62,10.62,14.31,1.51,96.16,14.91,1.51,0.07,0.02
2021,8,6,6,271.72,17.0,85.56,10.8,14.56,2.08,96.2,15.78,2.08,-0.06,0.01
2021,8,6,7,279.55,17.97,77.62,10.44,14.05,2.6,96.21,16.01,2.64,-0.44,0.01
2021,8,6,8,278.63,18.94,72.75,10.38,14.01,2.27,96.21,16.48,2.29,-0.34,0.0
2021,8,6,9,268.4,20.11,69.19,10.62,14.38,1.96,96.18,17.25,1.96,0.05,0.0
2021,8,6,10,257.21,21.09,66.75,10.86,14.78,1.96,96.16,17.94,2.01,0.45,0.0
2021,8,6,11,252.96,21.88,64.81,11.11,15.08,2.04,96.1,18.48,2.13,0.62,0.0
2021,8,6,12,250.68,22.58,62.75,11.23,15.23,1.96,96.04,18.91,2.08,0.69,0.0
2021,8,6,13,248.33,23.09,61.19,11.29,15.32,1.71,96.03,19.2,1.84,0.68,0.0
2021,8,6,14,245.7,23.34,60.06,11.23,15.26,1.45,95.98,19.3,1.59,0.66,0.0
2021,8,6,15,244.95,23.45,59.44,11.23,15.19,1.32,95.93,19.32,1.46,0.62,0.0
2021,8,6,16,251.68,23.23,60.81,11.35,15.36,1.16,95.89,19.3,1.22,0.38,0.0
2021,8,6,17,255.13,22.86,63.12,11.47,15.58,0.88,95.84,19.22,0.91,0.23,0.0
2021,8,6,18,270.67,21.83,64.75,11.11,15.01,0.66,95.82,18.42,0.66,-0.01,0.0
2021,8,6,19,322.56,20.76,66.25,10.62,14.33,0.38,95.86,17.55,0.63,-0.5,0.0
2021,8,6,20,332.02,19.79,70.25,10.62,14.3,0.4,95.87,17.05,0.85,-0.75,0.0
2021,8,6,21,330.64,18.89,74.31,10.62,14.28,0.49,95.86,16.58,1.0,-0.88,0.0
2021,8,6,22,335.14,18.18,77.12,10.5,14.16,0.45,95.89,16.17,1.06,-0.96,0.0
2021,8,6,23,338.99,17.62,79.31,10.44,14.03,0.38,95.86,15.83,1.05,-0.98,0.0
2021,8,7,0,336.08,17.16,81.75,10.44,14.04,0.4,95.84,15.6,0.98,-0.9,0.02
2021,8,7,1,320.67,16.73,84.56,10.56,14.12,0.53,95.82,15.43,0.84,-0.65,0.03
2021,8,7,2,288.43,16.36,86.88,10.56,14.15,0.63,95.79,15.26,0.67,-0.21,0.06
2021,8,7,3,245.97,15.96,89.44,10.62,14.21,0.58,95.75,15.08,0.63,0.26,0.1
2021,8,7,4,214.33,15.33,93.88,10.68,14.33,0.44,95.73,14.83,0.78,0.64,0.14
2021,8,7,5,199.03,16.01,93.81,11.17,14.99,0.39,95.7,15.5,1.2,1.13,0.22
2021,8,7,6,198.43,16.74,91.25,11.41,15.28,0.7,95.69,16.01,2.2,2.09,0.6
2021,8,7,7,199.42,17.65,89.88,11.9,15.95,1.01,95.65,16.8,3.03,2.86,1.32
2021,8,7,8,201.07,18.39,88.81,12.33,16.51,1.39,95.63,17.44,3.87,3.61,2.51
2021,8,7,9,205.84,18.8,88.5,12.63,16.87,2.04,95.61,17.83,4.68,4.21,4.23
2021,8,7,10,213.6,19.27,87.75,12.88,17.19,2.94,95.63,18.23,5.31,4.42,5.49
2021,8,7,11,230.08,19.72,87.0,13.12,17.49,3.92,95.64,18.6,5.11,3.28,5.62
2021,8,7,12,259.56,19.77,87.44,13.24,17.62,4.58,95.64,18.69,4.66,0.84,6.56
2021,8,7,13,286.11,19.75,87.19,13.18,17.56,4.92,95.61,18.65,5.12,-1.42,8.68
2021,8,7,14,295.88,19.65,85.56,12.82,17.16,4.99,95.64,18.4,5.55,-2.42,9.57
2021,8,7,15,295.63,19.97,81.62,12.51,16.76,4.62,95.69,18.37,5.13,-2.22,6.55
2021,8,7,16,298.75,19.95,80.56,12.33,16.55,3.46,95.75,18.25,3.95,-1.9,3.03
2021,8,7,17,303.58,19.24,84.81,12.39,16.63,1.86,95.85,17.94,2.23,-1.23,0.6
2021,8,7,18,317.59,17.72,91.31,12.08,16.27,0.91,95.92,16.99,1.34,-0.99,0.04
2021,8,7,19,324.55,16.36,90.81,11.05,14.84,0.66,96.07,15.6,1.13,-0.92,0.03
2021,8,7,20,308.22,15.76,89.5,10.44,14.03,0.62,96.16,14.9,0.8,-0.49,0.05
2021,8,7,21,282.99,15.3,89.19,10.07,13.51,0.91,96.24,14.4,0.94,-0.21,0.04
2021,8,7,22,281.71,14.53,90.69,9.77,13.01,1.51,96.28,13.76,1.54,-0.31,0.04
2021,8,7,23,283.77,13.26,94.62,9.4,12.4,2.01,96.29,12.83,2.07,-0.49,0.02
2021,8,8,0,282.64,12.2,97.69,9.03,11.83,2.2,96.31,12.02,2.25,-0.49,0.01
2021,8,8,1,283.49,11.4,99.88,8.73,11.38,2.31,96.32,11.39,2.38,-0.55,0.0
2021,8,8,2,286.18,10.8,100.0,8.48,10.8,2.23,96.34,10.8,2.33,-0.65,0.0
2021,8,8,3,289.15,10.24,100.0,8.24,10.24,2.07,96.36,10.24,2.19,-0.72,0.0
2021,8,8,4,289.22,9.73,100.0,8.0,9.73,1.88,96.4,9.73,1.99,-0.66,0.0
2021,8,8,5,285.08,11.65,95.31,8.48,10.9,1.91,96.43,11.27,1.98,-0.52,0.0
2021,8,8,6,290.85,13.62,87.69,8.85,11.61,2.36,96.49,12.62,2.52,-0.9,0.0
2021,8,8,7,302.3,15.62,79.5,9.16,12.12,2.34,96.53,13.87,2.76,-1.48,0.02
2021,8,8,8,300.74,17.15,73.0,9.28,12.33,2.1,96.57,14.74,2.45,-1.25,0.03
2021,8,8,9,289.98,18.29,68.56,9.34,12.5,2.06,96.6,15.4,2.19,-0.75,0.02
2021,8,8,10,277.71,19.15,65.12,9.34,12.54,2.08,96.62,15.84,2.1,-0.28,0.01
2021,8,8,11,270.63,19.88,62.44,9.4,12.59,2.15,96.63,16.23,2.15,-0.02,0.01
2021,8,8,12,272.23,20.44,60.75,9.46,12.69,2.21,96.66,16.56,2.21,-0.09,0.01
2021,8,8,13,280.48,20.78,59.88,9.52,12.79,2.2,96.67,16.79,2.23,-0.41,0.01
2021,8,8,14,293.69,20.9,59.69,9.58,12.86,1.98,96.67,16.88,2.16,-0.87,0.01
2021,8,8,15,307.42,20.82,60.0,9.58,12.86,1.56,96.65,16.83,1.97,-1.2,0.0
2021,8,8,16,323.91,20.48,61.62,9.64,12.96,1.01,96.65,16.72,1.71,-1.38,0.0
2021,8,8,17,342.14,19.76,67.75,10.13,13.74,0.45,96.67,16.75,1.48,-1.41,0.0
2021,8,8,18,356.94,18.02,77.0,10.31,13.98,0.08,96.7,16.0,1.46,-1.46,0.0
2021,8,8,19,18.87,16.98,74.94,9.4,12.57,-0.52,96.74,14.78,1.62,-1.53,0.0
2021,8,8,20,39.39,16.52,74.38,9.03,12.0,-0.97,96.77,14.26,1.53,-1.18,0.0
2021,8,8,21,51.75,16.47,72.0,8.73,11.48,-1.07,96.81,13.97,1.36,-0.84,0.0
2021,8,8,22,59.97,16.17,71.69,8.54,11.13,-1.0,96.81,13.65,1.16,-0.58,0.0
2021,8,8,23,64.18,15.7,72.69,8.36,10.87,-0.73,96.78,13.29,0.81,-0.35,0.0
2021,8,9,0,29.15,14.82,76.38,8.3,10.75,-0.23,96.77,12.78,0.47,-0.41,0.0
2021,8,9,1,347.47,14.56,77.38,8.3,10.69,0.11,96.78,12.62,0.5,-0.49,0.0
2021,8,9,2,323.13,13.94,80.69,8.3,10.69,0.49,96.76,12.31,0.82,-0.66,0.0
2021,8,9,3,320.55,13.4,84.44,8.42,10.84,0.73,96.77,12.12,1.14,-0.88,0.0
2021,8,9,4,322.5,12.74,89.19,8.48,10.99,0.77,96.8,11.87,1.27,-1.01,0.0
2021,8,9,5,323.29,13.16,92.38,9.03,11.94,0.66,96.86,12.55,1.11,-0.89,0.0
2021,8,9,6,327.99,14.72,85.0,9.22,12.22,0.62,96.88,13.47,1.18,-1.0,0.0
2021,8,9,7,1.38,17.05,76.0,9.52,12.84,-0.02,96.94,14.94,0.65,-0.65,0.0
2021,8,9,8,77.47,19.64,65.94,9.77,13.19,-0.07,96.92,16.42,0.07,-0.02,0.0
2021,8,9,9,231.71,21.08,62.19,10.07,13.67,0.3,96.92,17.37,0.38,0.23,0.0
2021,8,9,10,237.09,22.05,60.19,10.31,14.08,0.53,96.91,18.06,0.63,0.34,0.0
2021,8,9,11,233.58,22.66,59.12,10.5,14.37,0.48,96.92,18.51,0.59,0.35,0.0
2021,8,9,12,208.93,23.28,57.94,10.68,14.63,0.16,96.89,18.95,0.34,0.3,0.0
2021,8,9,13,163.44,23.98,57.0,10.99,15.04,-0.09,96.85,19.51,0.3,0.29,0.0
2021,8,9,14,116.0,24.26,56.81,11.17,15.25,-0.32,96.84,19.75,0.36,0.16,0.0
2021,8,9,15,76.91,24.02,58.88,11.41,15.58,-0.67,96.82,19.8,0.69,-0.16,0.0
2021,8,9,16,69.82,23.91,60.81,11.72,16.0,-0.91,96.78,19.95,0.97,-0.34,0.0
2021,8,9,17,67.77,22.82,67.69,12.21,16.65,-0.9,96.76,19.73,0.97,-0.37,0.0
2021,8,9,18,48.84,20.3,83.62,12.94,17.45,-1.12,96.76,18.88,1.48,-0.98,0.0
2021,8,9,19,52.47,18.71,85.0,11.9,16.14,-1.52,96.8,17.42,1.91,-1.16,0.0
2021,8,9,20,61.72,18.21,84.19,11.41,15.51,-1.54,96.81,16.87,1.75,-0.83,0.0
2021,8,9,21,77.35,18.34,78.75,10.74,14.63,-1.22,96.84,16.49,1.25,-0.27,0.0
2021,8,9,22,110.48,18.7,72.81,10.13,13.8,-0.65,96.84,16.25,0.69,0.24,0.0
2021,8,9,23,179.26,18.32,73.31,10.01,13.54,-0.01,96.86,15.93,0.6,0.6,0.0
2021,8,10,0,204.36,17.88,75.38,10.01,13.52,0.38,96.85,15.7,0.91,0.83,0.0
2021,8,10,1,202.05,17.43,77.19,9.95,13.44,0.38,96.84,15.44,1.02,0.95,0.0
2021,8,10,2,187.13,16.95,79.25,9.89,13.37,0.14,96.8,15.16,1.13,1.12,0.0
2021,8,10,3,179.64,16.05,84.12,9.95,13.37,-0.01,96.78,14.71,1.24,1.24,0.0
2021,8,10,4,179.29,15.51,86.19,9.83,13.22,-0.02,96.78,14.37,1.27,1.27,0.0
2021,8,10,5,181.68,16.33,89.38,10.74,14.57,0.03,96.8,15.45,1.06,1.06,0.0
